record.id,word.id,morpheme.id,speaker,translation,word,gloss,ps,lg,morpheme.type
19,159,173,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife","""ng",1SG,pro,N,stem
19,160,174,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ǁu,NEG,part,N,stem
19,161,175,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",xa,PST,part,N,stem
19,162,176,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ǁʼae,go.to,vatr,N,stem
19,163,177,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ki,place,n,N,stem
19,164,178,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife","a"",",this,dei,N,stem
19,165,179,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ha,3H.SG,pro,N,stem
19,166,180,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ku,QUOT,vtr,N,stem
19,167,181,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife","""ke,",yes,part,N,stem
19,168,182,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",a,2SG,pro,N,stem
19,169,183,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",xa,PST,part,N,stem
19,170,184,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ǁʼae,go.to,vatr,N,stem
19,171,185,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife","tyoxoe,",there,adv,N,stem
19,172,186,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",want,because,conj,A,stem
19,173,187,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ng,1SG,pro,N,stem
19,174,188,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",hooke,come.from,vitr,K,stem
19,174,189,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",hooke,?,vsf,N,suffix
19,175,190,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ng,OBL,part,N,stem
19,176,191,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",nǀng,1SG.OBL,pro,N,stem
19,177,192,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ǀaeki,woman,n,N,stem
19,177,193,A,"hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",ǀaeki,?,nsf,N,suffix
20,178,194,A,my wife has borne a little child,ng,1SG,pro,N,stem
20,179,195,A,my wife has borne a little child,ǀaeki,woman,n,N,stem
20,179,196,A,my wife has borne a little child,ǀaeki,?,nsf,N,suffix
20,180,197,A,my wife has borne a little child,xa,PST,part,N,stem
20,181,198,A,my wife has borne a little child,ǃaan,give.birth,vtr,N,stem
20,182,199,A,my wife has borne a little child,ǀoba,child,n,N,stem
20,183,200,A,my wife has borne a little child,ʘoa,DIM,n,N,stem
21,184,201,A,his name is ?first/second hoop,ha,3H.SG,pro,N,stem
21,185,202,A,his name is ?first/second hoop,ǀeen,name,n,N,stem
21,186,203,A,his name is ?first/second hoop,ng,COP,part,N,stem
21,187,204,A,his name is ?first/second hoop,tsipi,iron,n,T,stem
21,188,205,A,his name is ?first/second hoop,ǂkharau,?hoop,n,N,stem
22,189,206,A,"I go now, I will come tomorrow""",ng,1SG,pro,N,stem
22,190,207,A,"I go now, I will come tomorrow""",ǃxae,now,adv,N,stem
22,191,208,A,"I go now, I will come tomorrow""",ǁʼaa,go.away,vatr,N,stem
22,192,209,A,"I go now, I will come tomorrow""",nǀa,PURP,part,N,stem
22,193,210,A,"I go now, I will come tomorrow""",ng,1SG,pro,N,stem
22,194,211,A,"I go now, I will come tomorrow""",si,IRR,part,N,stem
22,195,212,A,"I go now, I will come tomorrow""",ǂinnki,tomorrow,n,N,stem
22,195,213,A,"I go now, I will come tomorrow""",ǂinnki,?,nsf,N,suffix
22,196,214,A,"I go now, I will come tomorrow""","tsee""",come,vatr,N,stem
23,197,215,A,"then he (J) goes, he goes away","haʼa,",no,interj,N,stem
23,198,216,A,"then he (J) goes, he goes away",ha,3H.SG,pro,N,stem
23,199,217,A,"then he (J) goes, he goes away","ǃuun,",go,vitr,K,stem
23,200,218,A,"then he (J) goes, he goes away",ha,3H.SG,pro,N,stem
23,201,219,A,"then he (J) goes, he goes away",ǁʼae,go.away,vatr,N,stem
24,202,220,A,he goes and meets his wife,ha,3H.SG,pro,N,stem
24,203,221,A,he goes and meets his wife,ǁʼng,go.and,vitr,N,stem
24,204,222,A,he goes and meets his wife,moo,meet,vtr,K,stem
24,205,223,A,he goes and meets his wife,ha,3H.SG,pro,N,stem
24,206,224,A,he goes and meets his wife,ǀaeki,woman,n,N,stem
24,206,225,A,he goes and meets his wife,ǀaeki,?,nsf,N,suffix
25,207,226,A,"he says to the woman ""take and drink""",ha,3H.SG,pro,N,stem
25,208,227,A,"he says to the woman ""take and drink""",ku,QUOT,vtr,N,stem
25,209,228,A,"he says to the woman ""take and drink""",ng,OBL,part,N,stem
25,210,229,A,"he says to the woman ""take and drink""",ǀaeki,woman,n,N,stem
25,210,230,A,"he says to the woman ""take and drink""",ǀaeki,?,nsf,N,suffix
25,211,231,A,"he says to the woman ""take and drink""","""kyoo",***,***,***,stem
25,212,232,A,"he says to the woman ""take and drink""",ǀai,take,vtr,N,stem
25,213,233,A,"he says to the woman ""take and drink""",au,2SG,pro,N,stem
25,213,234,A,"he says to the woman ""take and drink""",au,UP,nsf,N,suffix
25,214,235,A,"he says to the woman ""take and drink""","kxʼain""",drink,vtr,N,stem
26,215,236,A,I said to hyena he drank (the cream),ng,1SG,pro,N,stem
26,216,237,A,I said to hyena he drank (the cream),xa,PST,part,N,stem
26,217,238,A,I said to hyena he drank (the cream),kua,QUOT,vtr,N,stem
26,217,239,A,I said to hyena he drank (the cream),kua,?ASP,vsf,N,suffix
26,218,240,A,I said to hyena he drank (the cream),ng,OBL,part,N,stem
26,219,241,A,I said to hyena he drank (the cream),gǁain,brown.hyena,n,N,stem
26,220,242,A,I said to hyena he drank (the cream),ha,3H.SG,pro,N,stem
26,221,243,A,I said to hyena he drank (the cream),xng,PST,part,N,stem
26,222,244,A,I said to hyena he drank (the cream),kxʼain,drink,vtr,N,stem
27,223,245,A,he (must?) come again,a,CONN,part,N,stem
27,224,246,A,he (must?) come again,gǁain,brown.hyena,n,N,stem
27,225,247,A,he (must?) come again,ha,3H.SG,pro,N,stem
27,226,248,A,he (must?) come again,gǀoe,again,adv,N,stem
27,227,249,A,he (must?) come again,tsee,come,vatr,N,stem
28,228,250,A,"he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",ha,3H.SG,pro,N,stem
28,229,251,A,"he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",see,come,vatr,N,stem
28,230,252,A,"he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",ng,and,part,N,stem
28,231,253,A,"he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",nǀaa,see,vatr,N,stem
28,232,254,A,"he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",ha,3H.SG,pro,N,stem
28,233,255,A,"he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""","ǃqhaike""",diarrhoea,n,N,stem
28,233,256,A,"he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""","ǃqhaike""",?,nsf,N,suffix
29,234,257,A,"he (J) takes the fat, he smears (it) at hyena's buttocks",ha,3H.SG,pro,N,stem
29,235,258,A,"he (J) takes the fat, he smears (it) at hyena's buttocks",ǀai,take,vtr,N,stem
29,236,259,A,"he (J) takes the fat, he smears (it) at hyena's buttocks",ng,OBL,part,N,stem
29,237,260,A,"he (J) takes the fat, he smears (it) at hyena's buttocks","tcunn,",fat,n,N,stem
29,238,261,A,"he (J) takes the fat, he smears (it) at hyena's buttocks",ha,3H.SG,pro,N,stem
29,239,262,A,"he (J) takes the fat, he smears (it) at hyena's buttocks",ʘxuu,smear,vtr,N,stem
29,240,263,A,"he (J) takes the fat, he smears (it) at hyena's buttocks",gǁain,brown.hyena,n,N,stem
29,241,264,A,"he (J) takes the fat, he smears (it) at hyena's buttocks",ǀuutyuu,anus,n,N,stem
30,242,265,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",ha,3H.SG,pro,N,stem
30,243,266,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",gǁain,brown.hyena,n,N,stem
30,244,267,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",ki,?,dei,N,stem
30,245,268,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""","kua,",3H.SG:?,pro,N,stem
30,246,269,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",ha,3H.SG,pro,N,stem
30,247,270,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",khuuǁʼng,stand.up,vitr,N,stem
30,248,271,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""","""dyisi",what,n,N,stem
30,249,272,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",xae,TQ,part,N,stem
30,250,273,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",ha,3H.SG,pro,N,stem
30,251,274,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",ǀkxʼui,CAUS,vtr,N,stem
30,252,275,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",gauke,make.wet,vtr,N,stem
30,252,276,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",gauke,?,vsf,N,suffix
30,253,277,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""",ng,1SG,pro,N,stem
30,254,278,A,"???, he (H) stands up ""what is this that has wetted my buttocks?""","ǀuutyuu""",anus,n,N,stem
31,255,279,A,"he (J) says ""no, it is the Boer's fat you have drunk""",ha,3H.SG,pro,N,stem
31,256,280,A,"he (J) says ""no, it is the Boer's fat you have drunk""",ku,QUOT,vtr,N,stem
